"segment","country","acquisition_channel","cohort_month","total_players","churned_players","active_players","churn_rate_pct","avg_days_before_churn"
"VIP","Malta","Affiliate","2023-04-01","1","1","0","100.00","98.0"
"VIP","Malta","Email","2023-04-01","1","0","1","0.00",NULL
"VIP","Malta","Organic","2023-04-01","2","1","1","50.00","188.0"
"VIP","Malta","Paid Search","2023-04-01","3","1","2","33.33","610.0"
"VIP","Malta","Social","2023-04-01","1","1","0","100.00","278.0"
"VIP","Netherlands","Affiliate","2023-04-01","1","0","1","0.00",NULL
"VIP","Netherlands","Organic","2023-04-01","1","1","0","100.00","583.0"
"VIP","Netherlands","Referral","2023-04-01","1","0","1","0.00",NULL
"VIP","Netherlands","Social","2023-04-01","1","1","0","100.00","446.0"
"VIP","New Zealand","Affiliate","2023-04-01","1","0","1","0.00",NULL
"VIP","New Zealand","Organic","2023-04-01","1","1","0","100.00","567.0"
"VIP","New Zealand","Paid Search","2023-04-01","2","1","1","50.00","77.0"
"VIP","Norway","Organic","2023-04-01","2","2","0","100.00","549.5"
"VIP","Sweden","Affiliate","2023-04-01","5","2","3","40.00","440.5"
"VIP","Sweden","Organic","2023-04-01","1","0","1","0.00",NULL
"VIP","Sweden","Paid Search","2023-04-01","2","1","1","50.00","355.0"
"VIP","Sweden","Social","2023-04-01","1","0","1","0.00",NULL
"VIP","UK","Affiliate","2023-04-01","8","5","3","62.50","375.6"
"VIP","UK","Email","2023-04-01","2","0","2","0.00",NULL
"VIP","UK","Organic","2023-04-01","1","0","1","0.00",NULL
"VIP","UK","Paid Search","2023-04-01","3","0","3","0.00",NULL
"VIP","UK","Referral","2023-04-01","1","1","0","100.00","490.0"
"VIP","UK","Social","2023-04-01","3","1","2","33.33","37.0"
"Dormant","Australia","Affiliate","2023-05-01","6","6","0","100.00","73.7"
"Dormant","Australia","Email","2023-05-01","3","3","0","100.00","60.0"
"Dormant","Australia","Organic","2023-05-01","7","7","0","100.00","109.4"
"Dormant","Australia","Paid Search","2023-05-01","3","3","0","100.00","70.7"
"Dormant","Australia","Referral","2023-05-01","1","1","0","100.00","128.0"
"Dormant","Australia","Social","2023-05-01","1","1","0","100.00","39.0"
"Dormant","Austria","Affiliate","2023-05-01","2","2","0","100.00","70.5"
"Dormant","Austria","Email","2023-05-01","2","2","0","100.00","68.0"
"Dormant","Austria","Organic","2023-05-01","7","7","0","100.00","56.0"
"Dormant","Austria","Paid Search","2023-05-01","4","4","0","100.00","59.5"
"Dormant","Austria","Referral","2023-05-01","1","1","0","100.00","35.0"
"Dormant","Austria","Social","2023-05-01","1","1","0","100.00","165.0"
"Dormant","Canada","Affiliate","2023-05-01","7","7","0","100.00","106.3"
"Dormant","Canada","Email","2023-05-01","4","4","0","100.00","88.3"
"Dormant","Canada","Organic","2023-05-01","5","5","0","100.00","99.2"
"Dormant","Canada","Paid Search","2023-05-01","6","6","0","100.00","60.8"
"Dormant","Canada","Social","2023-05-01","3","3","0","100.00","73.3"
"Dormant","Finland","Affiliate","2023-05-01","18","18","0","100.00","89.7"
"Dormant","Finland","Email","2023-05-01","1","1","0","100.00","62.0"
"Dormant","Finland","Organic","2023-05-01","5","5","0","100.00","101.8"
"Dormant","Finland","Paid Search","2023-05-01","6","6","0","100.00","138.0"
"Dormant","Finland","Referral","2023-05-01","3","3","0","100.00","46.7"
"Dormant","Finland","Social","2023-05-01","4","4","0","100.00","112.3"
"Dormant","Germany","Affiliate","2023-05-01","13","13","0","100.00","71.2"
"Dormant","Germany","Email","2023-05-01","7","7","0","100.00","87.9"
"Dormant","Germany","Organic","2023-05-01","9","9","0","100.00","60.2"
"Dormant","Germany","Paid Search","2023-05-01","16","16","0","100.00","94.7"
"Dormant","Germany","Referral","2023-05-01","8","8","0","100.00","81.6"
"Dormant","Germany","Social","2023-05-01","3","3","0","100.00","46.7"
"Dormant","Ireland","Affiliate","2023-05-01","7","7","0","100.00","113.6"
"Dormant","Ireland","Email","2023-05-01","5","5","0","100.00","83.6"
"Dormant","Ireland","Organic","2023-05-01","4","4","0","100.00","55.0"
"Dormant","Ireland","Paid Search","2023-05-01","4","4","0","100.00","77.8"
"Dormant","Malta","Affiliate","2023-05-01","4","4","0","100.00","90.5"
"Dormant","Malta","Email","2023-05-01","2","2","0","100.00","62.0"
"Dormant","Malta","Organic","2023-05-01","5","5","0","100.00","79.2"
"Dormant","Malta","Paid Search","2023-05-01","2","2","0","100.00","37.5"
"Dormant","Malta","Referral","2023-05-01","2","2","0","100.00","121.5"
"Dormant","Malta","Social","2023-05-01","3","3","0","100.00","109.7"
"Dormant","Netherlands","Affiliate","2023-05-01","2","2","0","100.00","121.0"
"Dormant","Netherlands","Email","2023-05-01","3","3","0","100.00","128.3"
"Dormant","Netherlands","Organic","2023-05-01","4","4","0","100.00","58.8"
"Dormant","Netherlands","Paid Search","2023-05-01","4","4","0","100.00","50.0"
"Dormant","New Zealand","Affiliate","2023-05-01","6","6","0","100.00","137.0"
"Dormant","New Zealand","Email","2023-05-01","1","1","0","100.00","37.0"
"Dormant","New Zealand","Organic","2023-05-01","2","2","0","100.00","41.5"
"Dormant","New Zealand","Paid Search","2023-05-01","2","2","0","100.00","125.0"
"Dormant","New Zealand","Social","2023-05-01","1","1","0","100.00","113.0"
"Dormant","Norway","Affiliate","2023-05-01","5","5","0","100.00","111.8"
"Dormant","Norway","Organic","2023-05-01","3","3","0","100.00","68.3"
"Dormant","Norway","Paid Search","2023-05-01","5","5","0","100.00","69.0"
"Dormant","Sweden","Affiliate","2023-05-01","8","8","0","100.00","96.5"
"Dormant","Sweden","Email","2023-05-01","3","3","0","100.00","59.3"
"Dormant","Sweden","Organic","2023-05-01","6","6","0","100.00","90.0"
"Dormant","Sweden","Paid Search","2023-05-01","12","12","0","100.00","87.3"
"Dormant","Sweden","Social","2023-05-01","5","5","0","100.00","85.8"
"Dormant","UK","Affiliate","2023-05-01","17","17","0","100.00","78.3"
"Dormant","UK","Email","2023-05-01","8","8","0","100.00","88.6"
"Dormant","UK","Organic","2023-05-01","13","13","0","100.00","109.9"
"Dormant","UK","Paid Search","2023-05-01","11","11","0","100.00","91.3"
"Dormant","UK","Referral","2023-05-01","2","2","0","100.00","66.0"
"Dormant","UK","Social","2023-05-01","6","6","0","100.00","87.5"
"High","Australia","Affiliate","2023-05-01","5","2","3","40.00","173.5"
"High","Australia","Email","2023-05-01","1","1","0","100.00","329.0"
"High","Australia","Organic","2023-05-01","5","5","0","100.00","233.2"
"High","Australia","Paid Search","2023-05-01","7","6","1","85.71","240.7"
"High","Australia","Referral","2023-05-01","1","1","0","100.00","310.0"
"High","Australia","Social","2023-05-01","2","2","0","100.00","238.0"
"High","Austria","Affiliate","2023-05-01","5","3","2","60.00","286.0"
"High","Austria","Email","2023-05-01","6","3","3","50.00","226.7"
"High","Austria","Organic","2023-05-01","4","3","1","75.00","121.3"
"High","Austria","Paid Search","2023-05-01","6","2","4","33.33","200.5"
"High","Austria","Social","2023-05-01","4","4","0","100.00","224.8"
"High","Canada","Affiliate","2023-05-01","8","5","3","62.50","284.0"
"High","Canada","Email","2023-05-01","6","6","0","100.00","296.7"
"High","Canada","Organic","2023-05-01","8","2","6","25.00","405.5"
"High","Canada","Paid Search","2023-05-01","4","4","0","100.00","339.8"
"High","Canada","Social","2023-05-01","2","1","1","50.00","120.0"
"High","Finland","Affiliate","2023-05-01","8","6","2","75.00","221.2"
"High","Finland","Email","2023-05-01","2","1","1","50.00","118.0"
"High","Finland","Organic","2023-05-01","4","3","1","75.00","273.7"
"High","Finland","Paid Search","2023-05-01","8","5","3","62.50","297.8"
"High","Finland","Referral","2023-05-01","2","2","0","100.00","260.5"
"High","Finland","Social","2023-05-01","3","3","0","100.00","157.0"
"High","Germany","Affiliate","2023-05-01","17","12","5","70.59","261.7"
"High","Germany","Email","2023-05-01","2","2","0","100.00","306.0"
"High","Germany","Organic","2023-05-01","9","5","4","55.56","229.8"
"High","Germany","Paid Search","2023-05-01","15","12","3","80.00","350.4"
"High","Germany","Referral","2023-05-01","4","4","0","100.00","132.0"
"High","Germany","Social","2023-05-01","5","2","3","40.00","210.0"
"High","Ireland","Affiliate","2023-05-01","6","3","3","50.00","172.3"
"High","Ireland","Email","2023-05-01","1","0","1","0.00",NULL
"High","Ireland","Organic","2023-05-01","4","3","1","75.00","254.0"
"High","Ireland","Paid Search","2023-05-01","8","7","1","87.50","293.6"
"High","Ireland","Social","2023-05-01","3","3","0","100.00","400.3"
"High","Malta","Affiliate","2023-05-01","7","4","3","57.14","201.0"
"High","Malta","Email","2023-05-01","1","1","0","100.00","489.0"
"High","Malta","Organic","2023-05-01","4","3","1","75.00","510.3"
"High","Malta","Paid Search","2023-05-01","2","1","1","50.00","49.0"
"High","Malta","Referral","2023-05-01","1","1","0","100.00","108.0"
"High","Malta","Social","2023-05-01","2","2","0","100.00","128.5"
"High","Netherlands","Affiliate","2023-05-01","5","4","1","80.00","311.8"
"High","Netherlands","Email","2023-05-01","1","1","0","100.00","89.0"
"High","Netherlands","Organic","2023-05-01","2","2","0","100.00","305.0"
"High","Netherlands","Paid Search","2023-05-01","10","8","2","80.00","277.0"
"High","New Zealand","Affiliate","2023-05-01","4","3","1","75.00","250.3"
"High","New Zealand","Email","2023-05-01","3","2","1","66.67","171.0"
"High","New Zealand","Paid Search","2023-05-01","4","2","2","50.00","181.5"
"High","New Zealand","Social","2023-05-01","2","2","0","100.00","217.0"
"High","Norway","Affiliate","2023-05-01","11","7","4","63.64","301.7"
"High","Norway","Email","2023-05-01","2","2","0","100.00","97.5"
"High","Norway","Organic","2023-05-01","5","3","2","60.00","288.7"
"High","Norway","Paid Search","2023-05-01","4","2","2","50.00","227.5"
"High","Norway","Referral","2023-05-01","1","1","0","100.00","228.0"
"High","Norway","Social","2023-05-01","1","1","0","100.00","449.0"
"High","Sweden","Affiliate","2023-05-01","15","14","1","93.33","224.1"
"High","Sweden","Email","2023-05-01","2","2","0","100.00","73.5"
"High","Sweden","Organic","2023-05-01","7","6","1","85.71","206.7"
"High","Sweden","Paid Search","2023-05-01","10","9","1","90.00","260.9"
"High","Sweden","Referral","2023-05-01","3","2","1","66.67","289.0"
"High","Sweden","Social","2023-05-01","3","2","1","66.67","204.0"
"High","UK","Affiliate","2023-05-01","13","8","5","61.54","309.4"
"High","UK","Email","2023-05-01","7","5","2","71.43","208.4"
"High","UK","Organic","2023-05-01","16","11","5","68.75","237.4"
"High","UK","Paid Search","2023-05-01","12","8","4","66.67","324.6"
"High","UK","Referral","2023-05-01","3","1","2","33.33","100.0"
"High","UK","Social","2023-05-01","6","3","3","50.00","147.7"
"Low","Australia","Affiliate","2023-05-01","20","19","1","95.00","196.6"
"Low","Australia","Email","2023-05-01","7","6","1","85.71","107.8"
"Low","Australia","Organic","2023-05-01","9","9","0","100.00","285.0"
"Low","Australia","Paid Search","2023-05-01","6","6","0","100.00","198.8"
"Low","Australia","Referral","2023-05-01","1","1","0","100.00","356.0"
"Low","Australia","Social","2023-05-01","5","5","0","100.00","260.2"
"Low","Austria","Affiliate","2023-05-01","11","11","0","100.00","201.7"
"Low","Austria","Email","2023-05-01","3","3","0","100.00","165.7"
"Low","Austria","Organic","2023-05-01","13","13","0","100.00","171.9"
"Low","Austria","Paid Search","2023-05-01","7","7","0","100.00","225.1"
"Low","Austria","Referral","2023-05-01","4","4","0","100.00","153.5"
"Low","Austria","Social","2023-05-01","5","5","0","100.00","155.0"
"Low","Canada","Affiliate","2023-05-01","13","13","0","100.00","125.0"
"Low","Canada","Email","2023-05-01","12","12","0","100.00","128.9"
"Low","Canada","Organic","2023-05-01","4","4","0","100.00","362.5"
"Low","Canada","Paid Search","2023-05-01","11","11","0","100.00","181.9"
"Low","Canada","Referral","2023-05-01","4","4","0","100.00","214.0"
"Low","Canada","Social","2023-05-01","4","4","0","100.00","211.5"
"Low","Finland","Affiliate","2023-05-01","16","16","0","100.00","112.2"
"Low","Finland","Email","2023-05-01","3","3","0","100.00","107.0"
"Low","Finland","Organic","2023-05-01","9","9","0","100.00","196.4"
"Low","Finland","Paid Search","2023-05-01","12","12","0","100.00","226.0"
"Low","Finland","Referral","2023-05-01","2","2","0","100.00","291.0"
"Low","Finland","Social","2023-05-01","4","4","0","100.00","253.8"
"Low","Germany","Affiliate","2023-05-01","34","33","1","97.06","183.2"
"Low","Germany","Email","2023-05-01","20","20","0","100.00","202.0"
"Low","Germany","Organic","2023-05-01","24","24","0","100.00","147.3"
"Low","Germany","Paid Search","2023-05-01","17","17","0","100.00","198.2"
"Low","Germany","Referral","2023-05-01","5","5","0","100.00","125.8"
"Low","Germany","Social","2023-05-01","14","14","0","100.00","160.1"
"Low","Ireland","Affiliate","2023-05-01","15","15","0","100.00","155.1"
"Low","Ireland","Email","2023-05-01","4","4","0","100.00","128.3"
"Low","Ireland","Organic","2023-05-01","12","12","0","100.00","111.6"
"Low","Ireland","Paid Search","2023-05-01","12","10","2","83.33","226.7"
"Low","Ireland","Referral","2023-05-01","1","1","0","100.00","101.0"
"Low","Ireland","Social","2023-05-01","3","3","0","100.00","194.3"
"Low","Malta","Affiliate","2023-05-01","9","9","0","100.00","160.3"
"Low","Malta","Organic","2023-05-01","6","6","0","100.00","164.3"
"Low","Malta","Paid Search","2023-05-01","7","7","0","100.00","104.4"
"Low","Malta","Referral","2023-05-01","2","2","0","100.00","90.5"
"Low","Malta","Social","2023-05-01","3","3","0","100.00","281.3"
"Low","Netherlands","Affiliate","2023-05-01","9","9","0","100.00","115.3"
"Low","Netherlands","Email","2023-05-01","5","5","0","100.00","166.4"
"Low","Netherlands","Organic","2023-05-01","3","3","0","100.00","123.3"
"Low","Netherlands","Paid Search","2023-05-01","9","9","0","100.00","182.7"
"Low","Netherlands","Referral","2023-05-01","2","2","0","100.00","206.0"
"Low","New Zealand","Affiliate","2023-05-01","7","6","1","85.71","197.0"
"Low","New Zealand","Organic","2023-05-01","9","8","1","88.89","217.9"
"Low","New Zealand","Paid Search","2023-05-01","4","4","0","100.00","112.0"
"Low","New Zealand","Referral","2023-05-01","5","5","0","100.00","316.8"
"Low","Norway","Affiliate","2023-05-01","18","18","0","100.00","119.5"
"Low","Norway","Email","2023-05-01","2","2","0","100.00","134.5"
"Low","Norway","Organic","2023-05-01","4","4","0","100.00","176.8"
"Low","Norway","Paid Search","2023-05-01","10","10","0","100.00","125.0"
"Low","Norway","Referral","2023-05-01","1","1","0","100.00","209.0"
"Low","Norway","Social","2023-05-01","3","3","0","100.00","245.0"
"Low","Sweden","Affiliate","2023-05-01","22","22","0","100.00","213.0"
"Low","Sweden","Email","2023-05-01","5","5","0","100.00","75.0"
"Low","Sweden","Organic","2023-05-01","19","18","1","94.74","158.1"
"Low","Sweden","Paid Search","2023-05-01","15","15","0","100.00","120.5"
"Low","Sweden","Referral","2023-05-01","4","4","0","100.00","166.3"
"Low","Sweden","Social","2023-05-01","5","4","1","80.00","174.8"
"Low","UK","Affiliate","2023-05-01","33","32","1","96.97","114.2"
"Low","UK","Email","2023-05-01","12","12","0","100.00","125.5"
"Low","UK","Organic","2023-05-01","12","12","0","100.00","156.6"
"Low","UK","Paid Search","2023-05-01","22","22","0","100.00","176.5"
"Low","UK","Referral","2023-05-01","5","5","0","100.00","237.0"
"Low","UK","Social","2023-05-01","13","13","0","100.00","157.8"
"Mid","Australia","Affiliate","2023-05-01","16","13","3","81.25","276.7"
"Mid","Australia","Email","2023-05-01","7","5","2","71.43","190.4"
"Mid","Australia","Organic","2023-05-01","12","10","2","83.33","241.6"
"Mid","Australia","Paid Search","2023-05-01","10","8","2","80.00","220.0"
"Mid","Australia","Referral","2023-05-01","6","5","1","83.33","256.4"
"Mid","Australia","Social","2023-05-01","8","8","0","100.00","222.5"
"Mid","Austria","Affiliate","2023-05-01","18","14","4","77.78","283.0"
"Mid","Austria","Email","2023-05-01","5","4","1","80.00","185.3"
"Mid","Austria","Organic","2023-05-01","3","3","0","100.00","379.3"
"Mid","Austria","Paid Search","2023-05-01","10","8","2","80.00","225.0"
"Mid","Austria","Referral","2023-05-01","1","1","0","100.00","259.0"
"Mid","Austria","Social","2023-05-01","3","3","0","100.00","273.7"
"Mid","Canada","Affiliate","2023-05-01","21","21","0","100.00","255.5"
"Mid","Canada","Email","2023-05-01","6","4","2","66.67","252.3"
"Mid","Canada","Organic","2023-05-01","16","13","3","81.25","199.3"
"Mid","Canada","Paid Search","2023-05-01","10","9","1","90.00","241.9"
"Mid","Canada","Referral","2023-05-01","2","2","0","100.00","253.5"
"Mid","Canada","Social","2023-05-01","2","2","0","100.00","283.5"
"Mid","Finland","Affiliate","2023-05-01","17","15","2","88.24","270.6"
"Mid","Finland","Email","2023-05-01","8","8","0","100.00","221.8"
"Mid","Finland","Organic","2023-05-01","18","16","2","88.89","200.6"
"Mid","Finland","Paid Search","2023-05-01","18","16","2","88.89","257.7"
"Mid","Finland","Referral","2023-05-01","4","2","2","50.00","156.5"
"Mid","Finland","Social","2023-05-01","5","5","0","100.00","86.0"
"Mid","Germany","Affiliate","2023-05-01","41","35","6","85.37","260.0"
"Mid","Germany","Email","2023-05-01","19","16","3","84.21","309.6"
"Mid","Germany","Organic","2023-05-01","23","18","5","78.26","293.7"
"Mid","Germany","Paid Search","2023-05-01","26","21","5","80.77","257.8"
"Mid","Germany","Referral","2023-05-01","6","6","0","100.00","165.3"
"Mid","Germany","Social","2023-05-01","14","13","1","92.86","183.5"
"Mid","Ireland","Affiliate","2023-05-01","14","12","2","85.71","185.4"
"Mid","Ireland","Email","2023-05-01","6","5","1","83.33","282.0"
"Mid","Ireland","Organic","2023-05-01","3","3","0","100.00","101.7"
"Mid","Ireland","Paid Search","2023-05-01","9","9","0","100.00","170.6"
"Mid","Ireland","Referral","2023-05-01","4","4","0","100.00","220.5"
"Mid","Ireland","Social","2023-05-01","5","5","0","100.00","119.6"
"Mid","Malta","Affiliate","2023-05-01","10","9","1","90.00","213.2"
"Mid","Malta","Email","2023-05-01","3","3","0","100.00","87.3"
"Mid","Malta","Organic","2023-05-01","8","7","1","87.50","216.1"
"Mid","Malta","Paid Search","2023-05-01","12","11","1","91.67","189.9"
"Mid","Malta","Referral","2023-05-01","1","1","0","100.00","101.0"
"Mid","Malta","Social","2023-05-01","3","3","0","100.00","232.0"
"Mid","Netherlands","Affiliate","2023-05-01","9","7","2","77.78","218.9"
"Mid","Netherlands","Email","2023-05-01","2","1","1","50.00","68.0"
"Mid","Netherlands","Organic","2023-05-01","8","6","2","75.00","251.5"
"Mid","Netherlands","Paid Search","2023-05-01","7","5","2","71.43","228.0"
"Mid","Netherlands","Referral","2023-05-01","3","3","0","100.00","85.0"
"Mid","Netherlands","Social","2023-05-01","5","4","1","80.00","276.0"
"Mid","New Zealand","Affiliate","2023-05-01","7","3","4","42.86","279.7"
"Mid","New Zealand","Email","2023-05-01","2","2","0","100.00","351.5"
"Mid","New Zealand","Organic","2023-05-01","3","3","0","100.00","165.7"
"Mid","New Zealand","Paid Search","2023-05-01","3","3","0","100.00","136.7"
"Mid","New Zealand","Social","2023-05-01","4","4","0","100.00","125.8"
"Mid","Norway","Affiliate","2023-05-01","21","17","4","80.95","211.4"
"Mid","Norway","Email","2023-05-01","9","7","2","77.78","247.6"
"Mid","Norway","Organic","2023-05-01","9","7","2","77.78","295.9"
"Mid","Norway","Paid Search","2023-05-01","18","14","4","77.78","208.5"
"Mid","Norway","Referral","2023-05-01","5","5","0","100.00","225.4"
"Mid","Norway","Social","2023-05-01","9","7","2","77.78","177.9"
"Mid","Sweden","Affiliate","2023-05-01","24","23","1","95.83","207.0"
"Mid","Sweden","Email","2023-05-01","8","7","1","87.50","210.4"
"Mid","Sweden","Organic","2023-05-01","9","8","1","88.89","223.5"
"Mid","Sweden","Paid Search","2023-05-01","10","9","1","90.00","399.4"
"Mid","Sweden","Referral","2023-05-01","5","3","2","60.00","243.3"
"Mid","Sweden","Social","2023-05-01","10","10","0","100.00","207.7"
"Mid","UK","Affiliate","2023-05-01","35","29","6","82.86","268.6"
"Mid","UK","Email","2023-05-01","17","15","2","88.24","222.5"
"Mid","UK","Organic","2023-05-01","22","18","4","81.82","246.7"
"Mid","UK","Paid Search","2023-05-01","23","17","6","73.91","236.9"
"Mid","UK","Referral","2023-05-01","9","7","2","77.78","199.1"
"Mid","UK","Social","2023-05-01","4","4","0","100.00","285.5"
"VIP","Australia","Affiliate","2023-05-01","3","2","1","66.67","433.0"
"VIP","Australia","Organic","2023-05-01","2","0","2","0.00",NULL
"VIP","Australia","Paid Search","2023-05-01","1","0","1","0.00",NULL
"VIP","Austria","Affiliate","2023-05-01","1","1","0","100.00","162.0"
"VIP","Austria","Organic","2023-05-01","1","0","1","0.00",NULL
"VIP","Austria","Paid Search","2023-05-01","1","0","1","0.00",NULL
"VIP","Canada","Email","2023-05-01","1","0","1","0.00",NULL
"VIP","Canada","Organic","2023-05-01","2","1","1","50.00","323.0"
"VIP","Canada","Referral","2023-05-01","1","1","0","100.00","255.0"
"VIP","Finland","Affiliate","2023-05-01","5","5","0","100.00","248.8"
"VIP","Finland","Email","2023-05-01","1","0","1","0.00",NULL
"VIP","Finland","Organic","2023-05-01","3","1","2","33.33","530.0"
"VIP","Finland","Paid Search","2023-05-01","3","2","1","66.67","358.0"
"VIP","Finland","Referral","2023-05-01","1","1","0","100.00","441.0"
"VIP","Finland","Social","2023-05-01","1","1","0","100.00","377.0"
"VIP","Germany","Affiliate","2023-05-01","4","1","3","25.00","225.0"
"VIP","Germany","Email","2023-05-01","1","1","0","100.00","235.0"
"VIP","Germany","Organic","2023-05-01","4","1","3","25.00","73.0"
"VIP","Germany","Paid Search","2023-05-01","5","1","4","20.00","75.0"
"VIP","Germany","Social","2023-05-01","2","1","1","50.00","71.0"
"VIP","Ireland","Affiliate","2023-05-01","1","1","0","100.00","129.0"
"VIP","Ireland","Organic","2023-05-01","1","0","1","0.00",NULL
"VIP","Malta","Affiliate","2023-05-01","2","1","1","50.00","494.0"
"VIP","Malta","Email","2023-05-01","1","0","1","0.00",NULL
"VIP","Malta","Organic","2023-05-01","2","1","1","50.00","56.0"
"VIP","Malta","Social","2023-05-01","1","1","0","100.00","85.0"
"VIP","Netherlands","Affiliate","2023-05-01","5","1","4","20.00","40.0"
"VIP","Netherlands","Email","2023-05-01","1","0","1","0.00",NULL
"VIP","Netherlands","Organic","2023-05-01","3","1","2","33.33","315.0"
"VIP","Netherlands","Paid Search","2023-05-01","1","0","1","0.00",NULL
"VIP","Netherlands","Referral","2023-05-01","1","1","0","100.00","64.0"
"VIP","New Zealand","Affiliate","2023-05-01","2","1","1","50.00","467.0"
"VIP","New Zealand","Organic","2023-05-01","1","0","1","0.00",NULL
"VIP","New Zealand","Referral","2023-05-01","1","0","1","0.00",NULL
"VIP","Norway","Affiliate","2023-05-01","2","1","1","50.00","244.0"
"VIP","Norway","Email","2023-05-01","1","0","1","0.00",NULL
"VIP","Norway","Organic","2023-05-01","1","0","1","0.00",NULL
"VIP","Norway","Paid Search","2023-05-01","3","1","2","33.33","134.0"
"VIP","Norway","Referral","2023-05-01","1","0","1","0.00",NULL
"VIP","Sweden","Affiliate","2023-05-01","4","2","2","50.00","410.0"
"VIP","Sweden","Organic","2023-05-01","2","1","1","50.00","606.0"
"VIP","Sweden","Paid Search","2023-05-01","2","1","1","50.00","355.0"
"VIP","Sweden","Referral","2023-05-01","1","1","0","100.00","87.0"
"VIP","Sweden","Social","2023-05-01","1","0","1","0.00",NULL
"VIP","UK","Affiliate","2023-05-01","10","3","7","30.00","255.7"
"VIP","UK","Email","2023-05-01","6","2","4","33.33","222.0"
"VIP","UK","Organic","2023-05-01","6","4","2","66.67","179.5"
"VIP","UK","Paid Search","2023-05-01","2","1","1","50.00","165.0"
"VIP","UK","Referral","2023-05-01","1","0","1","0.00",NULL
"VIP","UK","Social","2023-05-01","2","0","2","0.00",NULL
"Dormant","Australia","Affiliate","2023-06-01","5","5","0","100.00","85.2"
"Dormant","Australia","Email","2023-06-01","1","1","0","100.00","86.0"
"Dormant","Australia","Organic","2023-06-01","4","4","0","100.00","84.5"
"Dormant","Australia","Paid Search","2023-06-01","2","2","0","100.00","96.0"
"Dormant","Australia","Referral","2023-06-01","1","1","0","100.00","130.0"
"Dormant","Australia","Social","2023-06-01","4","4","0","100.00","63.5"
"Dormant","Austria","Affiliate","2023-06-01","7","7","0","100.00","129.0"
"Dormant","Austria","Email","2023-06-01","3","3","0","100.00","63.3"
"Dormant","Austria","Organic","2023-06-01","5","5","0","100.00","89.4"
"Dormant","Austria","Paid Search","2023-06-01","3","3","0","100.00","145.7"
"Dormant","Austria","Referral","2023-06-01","1","1","0","100.00","76.0"
"Dormant","Austria","Social","2023-06-01","3","3","0","100.00","114.0"
"Dormant","Canada","Affiliate","2023-06-01","12","12","0","100.00","63.5"
"Dormant","Canada","Email","2023-06-01","4","4","0","100.00","96.3"
"Dormant","Canada","Organic","2023-06-01","5","5","0","100.00","75.0"
"Dormant","Canada","Paid Search","2023-06-01","5","5","0","100.00","122.8"
"Dormant","Canada","Referral","2023-06-01","1","1","0","100.00","158.0"
"Dormant","Canada","Social","2023-06-01","4","4","0","100.00","69.8"
"Dormant","Finland","Affiliate","2023-06-01","10","10","0","100.00","118.7"
"Dormant","Finland","Email","2023-06-01","1","1","0","100.00","140.0"
"Dormant","Finland","Organic","2023-06-01","5","5","0","100.00","84.6"
"Dormant","Finland","Paid Search","2023-06-01","3","3","0","100.00","70.3"
"Dormant","Finland","Referral","2023-06-01","1","1","0","100.00","142.0"
"Dormant","Finland","Social","2023-06-01","5","5","0","100.00","99.2"
"Dormant","Germany","Affiliate","2023-06-01","15","15","0","100.00","83.8"
"Dormant","Germany","Email","2023-06-01","7","7","0","100.00","66.3"
"Dormant","Germany","Organic","2023-06-01","14","14","0","100.00","78.0"
"Dormant","Germany","Paid Search","2023-06-01","12","12","0","100.00","89.8"
"Dormant","Germany","Referral","2023-06-01","7","7","0","100.00","108.7"
"Dormant","Germany","Social","2023-06-01","6","6","0","100.00","77.2"
"Dormant","Ireland","Affiliate","2023-06-01","5","5","0","100.00","140.4"
"Dormant","Ireland","Email","2023-06-01","3","3","0","100.00","74.0"
"Dormant","Ireland","Organic","2023-06-01","2","2","0","100.00","34.0"
"Dormant","Ireland","Paid Search","2023-06-01","5","5","0","100.00","107.2"
"Dormant","Malta","Email","2023-06-01","2","2","0","100.00","73.0"
"Dormant","Malta","Organic","2023-06-01","3","3","0","100.00","105.0"
"Dormant","Malta","Paid Search","2023-06-01","4","4","0","100.00","88.3"
"Dormant","Netherlands","Affiliate","2023-06-01","4","4","0","100.00","158.3"
"Dormant","Netherlands","Email","2023-06-01","1","1","0","100.00","59.0"
"Dormant","Netherlands","Organic","2023-06-01","7","7","0","100.00","95.4"
"Dormant","Netherlands","Paid Search","2023-06-01","4","4","0","100.00","208.3"
"Dormant","Netherlands","Social","2023-06-01","1","1","0","100.00","67.0"
"Dormant","New Zealand","Affiliate","2023-06-01","3","3","0","100.00","122.7"
"Dormant","New Zealand","Organic","2023-06-01","3","3","0","100.00","72.7"
"Dormant","New Zealand","Paid Search","2023-06-01","1","1","0","100.00","86.0"
"Dormant","New Zealand","Referral","2023-06-01","1","1","0","100.00","99.0"
"Dormant","New Zealand","Social","2023-06-01","1","1","0","100.00","73.0"
"Dormant","Norway","Affiliate","2023-06-01","4","4","0","100.00","110.5"
"Dormant","Norway","Email","2023-06-01","2","2","0","100.00","67.5"
"Dormant","Norway","Organic","2023-06-01","6","6","0","100.00","116.2"
"Dormant","Norway","Paid Search","2023-06-01","5","5","0","100.00","76.0"
"Dormant","Norway","Referral","2023-06-01","1","1","0","100.00","57.0"
"Dormant","Norway","Social","2023-06-01","1","1","0","100.00","77.0"
